Archivo,Párrafo,Etiqueta,Confianza
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"correr y al otro acusado lo agarraron, mientr as él se quedaba en ",LABEL_1,0.8175311088562012
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,el auto. Ahí lo trajeron a la comisaría.  ,LABEL_1,0.7435702681541443
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Al Fiscal agregó que  llegó a Iquique el día 14 de febrero. Se ,LABEL_1,0.890595018863678
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,encontró con los otros peruanos el 19. Ese mismo día llegó después ,LABEL_1,0.8543903827667236
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,a Antofagasta. Posteriormente vi ajó a Iquique en taxi para ir a ,LABEL_1,0.8498284220695496
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,buscar sus documentos y se regresaron los cuatro. Él regres ó a ,LABEL_1,0.8253545165061951
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Iquique por su DNI. Juypa le dijo que llevaban algo ilegal. La ,LABEL_1,0.7993876934051514
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,primera vez que declaró dijo que no tenía conocimiento  que ,LABEL_1,0.740892767906189
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"llevaban algo ilegal , por mie do. Luego en una segunda declaración ",LABEL_1,0.719242513179779
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,indicó que le dijeron que l levaba algo ilegal. La fiscalización ,LABEL_1,0.7179173231124878
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,que hizo carabineros fue el 20 de febrero de 2022 a las 2:40 de la ,LABEL_1,0.9078060388565063
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,madrugada. Juypa es  el coacusado . ,LABEL_1,0.8025397658348083
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,A su defensa indicó que su hermano tiene su taller de costura ,LABEL_1,0.8469548225402832
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,en una toma. Él fue a cotizar tres tipos de máquinas de costura a 6  ,LABEL_1,0.8726919293403625
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Iquique. Encontró esas máquinas  en Iquique , las que costaban 400, ",LABEL_1,0.8331285715103149
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,600 y 900 mil pesos. Recordaba que a uno de los sujetos peruanos ,LABEL_1,0.8676019310951233
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"que encontró le decían “Alex”, al segundo,  “Gringo” y el tercero ",LABEL_1,0.8638131618499756
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,era José. El mismo día 19 llegó a Antofagasta como a l as 23:30 ,LABEL_1,0.8967158198356628
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"horas, viajó solo. El día 20 en la mañana quiso viajar a  Iquique a  ",LABEL_1,0.8699421882629395
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,recuperar su documentación. No recuerda el nombre del chofer  del ,LABEL_1,0.7313079237937927
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"taxi en el que se fue , sólo recuerda que estaba afu era del ",LABEL_1,0.810694694519043
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,terminal haciendo servicio de taxi colectivo. En Iquique  contactó ,LABEL_1,0.8860477209091187
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,a uno de ellos que era quien le decía que quería viajar a Santiago ,LABEL_1,0.8481732606887817
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,a buscar trabajo. Él se acercó al hotel donde estaban estas ,LABEL_1,0.822502613067627
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,personas. Ese mismo rato que recuper ó sus documentos co ntactó a ,LABEL_1,0.8327617645263672
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Juypa quien le dijo  que llevaba ilegales. Juypa estaba con este ,LABEL_1,0.8116341829299927
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,grupo de tres personas. No sabía la cantidad ni el tipo de droga ,LABEL_1,0.6461160182952881
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,que transportaba. Los sujetos tenían tres mochilas. Nunca las ,LABEL_1,0.792445957660675
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,revisó. Se suponía que estas personas iban a Santiago. Dos de los ,LABEL_1,0.7898221015930176
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,sujetos que iban con ellos escaparon. Él declar ó durante la ,LABEL_1,0.804337739944458
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"investigación, diciendo lo mismo que ahora . ",LABEL_1,0.7825976014137268
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Finalmente , al Tribunal a claró que tomó contacto solamente ",LABEL_1,0.8368990421295166
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"con “Gringo”, éste le dijo que estaba buscando trabajo en ",LABEL_1,0.8327016234397888
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Santiago . Este fue también quien le dijo que trasladaban algo ,LABEL_1,0.8549433350563049
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,ilegal. ,LABEL_1,0.4793935716152191
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"- JOSE WILDER JUYPA ROJAS , refirió que lo contrató “Gringo” ",LABEL_1,0.8592477440834045
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"para que lo ayudara a llevar esas cosas, para lo cual le ofreció ",LABEL_1,0.7554979920387268
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,pagarle 5.000 dólares. Como tiene familia y por  causa de  la ,LABEL_1,0.8417307734489441
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"pandemia, aceptó. “Gringo”  le dijo que irían otros muchachos. ",LABEL_1,0.7898444533348083
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Pasaron la frontera por un paso no habilitado, llegaron a Iquique,  ",LABEL_1,0.8418937921524048
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf, 7 ,LABEL_1,0.5460036396980286
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"donde alquilaron un motel. El “Gringo” conoció al otro acusado, no ",LABEL_1,0.7629886269569397
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"sabe el trato que tuvo con él. Así pasó la fecha, él sabía que ",LABEL_1,0.7955307960510254
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,debía ayudar a llevar esa moc hila y esperaba que “Gringo” dijera ,LABEL_1,0.8064332604408264
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"lo que debían hacer. Ahí , el coacusado  se fue y al día siguiente ",LABEL_1,0.787867546081543
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"regresó con otro  chofer. Subieron las mochilas al auto, pasaron un ",LABEL_1,0.8309086561203003
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"control, se bajaron antes y pasaron caminando junto con  “Gringo” y ",LABEL_1,0.8618248105049133
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"el otro muchacho, com o les había instruido  “Gringo”, pasaron al ",LABEL_1,0.8229308128356934
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"otro lado , subieron al auto, siguieron y los fiscali zaron. Él ",LABEL_1,0.8228241205215454
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,emprendió la huida junto con los otros y carabineros  lo detuvo.   ,LABEL_1,0.7686639428138733
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Al Fiscal agregó que  conoció a Sumarán el día 19 porque éste ,LABEL_1,0.8800533413887024
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,se fue y regresó al día siguiente. Lo conoci ó en el restaurante ,LABEL_1,0.8037658333778381
